Customer_ID,Contract_ID,Payment_ID,Gender,Age,Tenure_Months,Monthly_Charges,Total_Charges,Internet_Service,Customer_Support_Calls,Senior_Citizen,Partner,Dependents,Churn
CUST01927,CON01927,PAY01927,Male,76,26,63.5,1651.0,Cable,0,Yes,No,Yes,Yes
CUST01928,CON01928,PAY01928,Male,61,71,75.28,5344.88,Fiber Optic,6,No,Yes,Yes,Yes
CUST01929,CON01929,PAY01929,Female,19,48,95.44,4581.12,DSL,7,Yes,Yes,No,Yes
CUST01930,CON01930,PAY01930,Female,26,11,98.48,1083.28,Fiber Optic,1,Yes,Yes,No,No
CUST01931,CON01931,PAY01931,Female,71,1,49.96,49.96,,2,No,Yes,Yes,No
CUST01932,CON01932,PAY01932,Male,70,4,27.18,108.72,,6,Yes,No,Yes,No
CUST01933,CON01933,PAY01933,Male,28,58,30.97,1796.26,Cable,7,Yes,Yes,Yes,Yes
CUST01934,CON01934,PAY01934,Male,32,49,46.01,2254.49,Fiber Optic,9,No,Yes,No,Yes
CUST01935,CON01935,PAY01935,Male,55,51,99.9,5094.9,Cable,2,No,No,Yes,No
CUST01936,CON01936,PAY01936,Male,72,7,32.58,228.06,,6,Yes,No,Yes,No
CUST01937,CON01937,PAY01937,Female,59,30,57.79,1733.7,,2,No,No,Yes,Yes
CUST01938,CON01938,PAY01938,Male,56,41,31.5,1291.5,,4,Yes,Yes,No,No
CUST01939,CON01939,PAY01939,Female,45,31,53.55,1660.05,Fiber Optic,4,Yes,No,Yes,No
CUST01940,CON01940,PAY01940,Female,53,68,26.32,1789.76,Cable,4,Yes,No,Yes,Yes
CUST01941,CON01941,PAY01941,Female,68,35,46.01,1610.35,Cable,2,No,No,Yes,No
CUST01942,CON01942,PAY01942,Female,74,70,51.24,3586.8,Cable,2,No,No,Yes,Yes
CUST01943,CON01943,PAY01943,Female,31,56,103.63,5803.28,Fiber Optic,6,No,Yes,No,Yes
CUST01944,CON01944,PAY01944,Female,60,34,101.07,3436.38,,6,No,No,No,No
CUST01945,CON01945,PAY01945,Female,49,13,32.31,420.03,Fiber Optic,6,No,Yes,Yes,Yes
CUST01946,CON01946,PAY01946,Male,64,56,76.54,4286.24,Cable,1,No,No,No,No
CUST01947,CON01947,PAY01947,Female,28,45,64.81,2916.45,Fiber Optic,7,Yes,No,No,Yes
CUST01948,CON01948,PAY01948,Male,52,5,61.02,305.1,Cable,5,Yes,Yes,No,No
CUST01949,CON01949,PAY01949,Male,20,33,75.85,2503.05,Fiber Optic,6,Yes,Yes,No,Yes
CUST01950,CON01950,PAY01950,Male,36,48,47.05,2258.4,Fiber Optic,8,No,Yes,No,Yes
CUST01951,CON01951,PAY01951,Female,50,13,27.84,361.92,Fiber Optic,6,No,Yes,Yes,Yes
CUST01952,CON01952,PAY01952,Female,61,30,55.55,1666.5,,1,No,No,Yes,Yes
CUST01953,CON01953,PAY01953,Male,65,56,78.11,4374.16,Cable,0,No,No,No,No
CUST01954,CON01954,PAY01954,Female,24,21,27.75,582.75,Fiber Optic,1,No,No,No,No
CUST01955,CON01955,PAY01955,Female,66,21,25.63,538.23,Fiber Optic,1,No,Yes,No,Yes
CUST01956,CON01956,PAY01956,Female,36,49,30.11,1475.39,Fiber Optic,5,No,Yes,No,Yes
CUST01957,CON01957,PAY01957,Female,45,11,76.53,841.83,Fiber Optic,1,No,Yes,No,Yes
CUST01958,CON01958,PAY01958,Female,52,33,31.53,1040.49,,5,No,No,Yes,Yes
CUST01959,CON01959,PAY01959,Female,41,5,61.01,305.05,DSL,4,No,Yes,Yes,No
CUST01960,CON01960,PAY01960,Female,69,23,76.39,1756.97,Cable,0,Yes,Yes,No,Yes
CUST01961,CON01961,PAY01961,Female,59,26,76.55,1990.3,DSL,4,Yes,Yes,No,No
CUST01962,CON01962,PAY01962,Female,55,49,55.73,2730.77,,7,Yes,Yes,No,No
CUST01963,CON01963,PAY01963,Male,71,25,55.24,1381.0,DSL,2,No,Yes,No,No
CUST01964,CON01964,PAY01964,Female,40,5,55.7,278.5,DSL,4,No,Yes,Yes,No
CUST01965,CON01965,PAY01965,Male,57,49,103.38,5065.62,Cable,1,No,No,Yes,No
CUST01966,CON01966,PAY01966,Female,59,28,63.41,1775.48,,1,No,No,Yes,Yes
CUST01967,CON01967,PAY01967,Female,62,68,81.65,5552.2,,6,Yes,No,No,Yes
CUST01968,CON01968,PAY01968,Male,33,48,64.28,3085.44,Fiber Optic,9,No,No,Yes,No
CUST01969,CON01969,PAY01969,Male,70,21,102.33,2148.93,,4,Yes,Yes,Yes,No
CUST01970,CON01970,PAY01970,Male,49,46,50.57,2326.22,,3,No,No,Yes,No
CUST01971,CON01971,PAY01971,Male,75,25,58.41,1460.25,DSL,0,No,Yes,No,No
CUST01972,CON01972,PAY01972,Female,23,7,101.19,708.33,,3,No,Yes,Yes,No
CUST01973,CON01973,PAY01973,Male,18,21,29.09,610.89,DSL,1,No,Yes,No,Yes
CUST01974,CON01974,PAY01974,Male,56,20,56.46,1129.2,Cable,6,Yes,Yes,Yes,Yes
CUST01975,CON01975,PAY01975,Female,20,49,104.02,5096.98,DSL,6,Yes,Yes,No,Yes
CUST01976,CON01976,PAY01976,Male,22,36,51.96,1870.56,Fiber Optic,1,Yes,No,No,No
CUST01977,CON01977,PAY01977,Male,34,48,49.84,2392.32,Fiber Optic,8,No,Yes,No,Yes
CUST01978,CON01978,PAY01978,Male,52,3,103.12,309.36,DSL,5,No,No,No,No
CUST01979,CON01979,PAY01979,Male,52,68,79.19,5384.92,Fiber Optic,5,Yes,Yes,Yes,No
CUST01980,CON01980,PAY01980,Male,35,16,80.21,1283.36,DSL,2,Yes,No,Yes,No
CUST01981,CON01981,PAY01981,Female,26,10,96.6,966.0,Fiber Optic,2,Yes,Yes,No,No
CUST01982,CON01982,PAY01982,Male,69,21,97.09,2038.89,,6,Yes,Yes,Yes,No
CUST01983,CON01983,PAY01983,Female,61,24,79.49,1907.76,DSL,4,Yes,Yes,No,No
CUST01984,CON01984,PAY01984,Male,26,45,82.78,3725.1,DSL,4,No,No,No,No
CUST01985,CON01985,PAY01985,Male,55,5,62.58,312.9,Cable,3,Yes,Yes,No,No
CUST01986,CON01986,PAY01986,Female,45,15,78.52,1177.8,Fiber Optic,1,No,Yes,No,Yes
CUST01987,CON01987,PAY01987,Female,74,23,75.95,1746.85,Cable,0,Yes,Yes,No,Yes
CUST01988,CON01988,PAY01988,Female,50,30,96.18,2885.4,Cable,5,Yes,No,No,Yes
CUST01989,CON01989,PAY01989,Male,37,49,45.49,2229.01,Fiber Optic,7,No,Yes,No,Yes
CUST01990,CON01990,PAY01990,Male,71,25,59.55,1488.75,DSL,2,No,Yes,No,No
CUST01991,CON01991,PAY01991,Male,21,30,52.3,1569.0,,2,No,Yes,Yes,No
CUST01992,CON01992,PAY01992,Female,23,19,28.37,539.03,DSL,7,No,No,No,Yes
CUST01993,CON01993,PAY01993,Female,69,25,27.78,694.5,Fiber Optic,0,No,Yes,Yes,Yes
CUST01994,CON01994,PAY01994,Male,69,19,95.68,1817.92,,6,Yes,Yes,Yes,No
CUST01995,CON01995,PAY01995,Male,71,45,58.53,2633.85,Cable,8,No,Yes,No,Yes
CUST01996,CON01996,PAY01996,Male,23,35,77.38,2708.3,Fiber Optic,6,Yes,Yes,No,Yes
CUST01997,CON01997,PAY01997,Male,28,36,48.14,1733.04,Fiber Optic,0,Yes,No,No,No
CUST01998,CON01998,PAY01998,Female,55,49,58.45,2864.05,,5,Yes,Yes,No,No
CUST01999,CON01999,PAY01999,Female,24,21,29.59,621.39,Fiber Optic,1,No,No,No,No
CUST02000,CON02000,PAY02000,Male,50,4,95.1,380.4,DSL,6,No,No,No,No
CUST02001,CON02001,PAY02001,Female,19,7,95.39,667.73,,1,No,Yes,Yes,No
CUST02002,CON02002,PAY02002,Male,70,49,84.57,4143.93,,4,No,No,Yes,Yes
CUST02003,CON02003,PAY02003,Male,21,11,53.58,589.38,Cable,5,Yes,Yes,No,Yes
CUST02004,CON02004,PAY02004,Male,18,12,53.49,641.88,Cable,3,Yes,Yes,No,Yes
CUST02005,CON02005,PAY02005,Female,57,70,79.18,5542.6,,5,Yes,No,No,Yes
CUST02006,CON02006,PAY02006,Female,47,6,63.65,381.9,DSL,3,Yes,No,Yes,No
CUST02007,CON02007,PAY02007,Male,70,44,58.28,2564.32,Cable,7,No,Yes,No,Yes
CUST02008,CON02008,PAY02008,Male,70,48,57.99,2783.52,Cable,8,No,Yes,No,Yes
CUST02009,CON02009,PAY02009,Female,56,49,58.83,2882.67,,5,Yes,Yes,No,No
CUST02010,CON02010,PAY02010,Female,61,30,61.75,1852.5,,1,No,No,Yes,Yes
CUST02011,CON02011,PAY02011,Female,24,10,95.86,958.6,,2,No,Yes,Yes,No
CUST02012,CON02012,PAY02012,Female,29,59,47.75,2817.25,Cable,0,No,Yes,Yes,No
CUST02013,CON02013,PAY02013,Male,55,32,96.98,3103.36,,8,Yes,No,Yes,No
CUST02014,CON02014,PAY02014,Male,65,59,32.26,1903.34,,1,No,Yes,Yes,No
CUST02015,CON02015,PAY02015,Male,53,61,61.21,3733.81,Cable,9,Yes,Yes,No,No
CUST02016,CON02016,PAY02016,Female,40,7,55.79,390.53,DSL,5,No,Yes,Yes,No
CUST02017,CON02017,PAY02017,Female,53,71,95.99,6815.29,Fiber Optic,3,Yes,Yes,Yes,Yes
CUST02018,CON02018,PAY02018,Female,77,72,52.88,3807.36,Cable,2,No,No,Yes,Yes
CUST02019,CON02019,PAY02019,Female,65,7,34.39,240.73,,2,Yes,No,Yes,No
CUST02020,CON02020,PAY02020,Male,21,36,50.49,1817.64,Cable,7,Yes,Yes,Yes,Yes
CUST02021,CON02021,PAY02021,Female,27,10,97.01,970.1,Fiber Optic,2,Yes,Yes,No,No
CUST02022,CON02022,PAY02022,Male,22,36,76.18,2742.48,Fiber Optic,6,Yes,Yes,No,Yes
CUST02023,CON02023,PAY02023,Male,68,50,79.32,3966.0,,6,No,No,Yes,Yes
CUST02024,CON02024,PAY02024,Male,66,58,83.76,4858.08,Cable,0,No,No,No,No
CUST02025,CON02025,PAY02025,Female,75,41,61.05,2503.05,DSL,0,Yes,No,Yes,No
CUST02026,CON02026,PAY02026,Male,54,5,29.9,149.5,Cable,1,Yes,Yes,No,Yes
CUST02027,CON02027,PAY02027,Male,57,66,55.04,3632.64,Fiber Optic,0,Yes,No,Yes,No
CUST02028,CON02028,PAY02028,Female,69,24,75.25,1806.0,Cable,1,Yes,Yes,No,Yes
CUST02029,CON02029,PAY02029,Female,71,1,54.76,54.76,,2,No,Yes,Yes,No
CUST02030,CON02030,PAY02030,Male,32,51,53.81,2744.31,Fiber Optic,7,No,Yes,No,Yes
CUST02031,CON02031,PAY02031,Female,53,68,34.68,2358.24,Cable,4,Yes,No,Yes,Yes
CUST02032,CON02032,PAY02032,Female,58,23,81.86,1882.78,DSL,5,Yes,Yes,No,No
CUST02033,CON02033,PAY02033,Female,58,32,49.18,1573.76,DSL,5,Yes,Yes,No,Yes
CUST02034,CON02034,PAY02034,Female,66,45,57.06,2567.7,Fiber Optic,8,No,No,Yes,Yes
CUST02035,CON02035,PAY02035,Male,54,66,31.18,2057.88,Cable,3,No,No,No,Yes
CUST02036,CON02036,PAY02036,Male,76,24,59.71,1433.04,DSL,1,No,Yes,No,No
CUST02037,CON02037,PAY02037,Male,55,65,64.35,4182.75,Fiber Optic,0,Yes,No,Yes,No
CUST02038,CON02038,PAY02038,Female,20,60,95.96,5757.6,Fiber Optic,8,No,No,No,Yes
CUST02039,CON02039,PAY02039,Female,36,36,99.12,3568.32,Cable,1,Yes,Yes,Yes,No
CUST02040,CON02040,PAY02040,Female,31,47,60.34,2835.98,Fiber Optic,7,Yes,No,No,Yes
CUST02041,CON02041,PAY02041,Male,65,63,33.6,2116.8,,2,No,Yes,Yes,No
CUST02042,CON02042,PAY02042,Female,75,72,53.38,3843.36,Cable,0,No,No,Yes,Yes
CUST02043,CON02043,PAY02043,Female,68,20,98.17,1963.4,Cable,3,No,No,Yes,No
CUST02044,CON02044,PAY02044,Male,52,64,75.77,4849.28,Fiber Optic,5,Yes,Yes,Yes,No
CUST02045,CON02045,PAY02045,Female,54,13,33.69,437.97,Fiber Optic,8,No,Yes,Yes,Yes
CUST02046,CON02046,PAY02046,Male,70,19,97.28,1848.32,,5,Yes,Yes,Yes,No
CUST02047,CON02047,PAY02047,Female,77,1,31.15,31.15,Cable,2,Yes,Yes,Yes,Yes
CUST02048,CON02048,PAY02048,Male,73,38,78.75,2992.5,Fiber Optic,6,No,No,No,Yes
CUST02049,CON02049,PAY02049,Female,26,17,34.61,588.37,DSL,5,No,No,No,Yes
CUST02050,CON02050,PAY02050,Male,26,71,77.5,5502.5,DSL,4,No,No,No,No
CUST02051,CON02051,PAY02051,Female,70,18,95.87,1725.66,Cable,4,No,No,Yes,No
CUST02052,CON02052,PAY02052,Male,34,13,78.27,1017.51,DSL,0,Yes,No,Yes,No
CUST02053,CON02053,PAY02053,Female,66,18,34.74,625.32,Fiber Optic,1,No,Yes,No,Yes
CUST02054,CON02054,PAY02054,Male,65,60,80.4,4824.0,Cable,0,No,No,No,No
CUST02055,CON02055,PAY02055,Male,65,51,82.73,4219.23,,6,No,No,Yes,Yes
CUST02056,CON02056,PAY02056,Female,31,45,61.98,2789.1,Fiber Optic,6,Yes,No,No,Yes
CUST02057,CON02057,PAY02057,Male,38,61,102.9,6276.9,,6,Yes,No,Yes,Yes
CUST02058,CON02058,PAY02058,Male,46,5,98.62,493.1,DSL,7,No,No,No,No
CUST02059,CON02059,PAY02059,Female,21,7,103.89,727.23,,3,No,Yes,Yes,No
CUST02060,CON02060,PAY02060,Male,54,3,75.53,226.59,Fiber Optic,0,No,No,No,No
CUST02061,CON02061,PAY02061,Male,54,49,104.03,5097.47,Cable,2,No,No,Yes,No
CUST02062,CON02062,PAY02062,Male,54,48,103.2,4953.6,Cable,2,No,No,Yes,No
CUST02063,CON02063,PAY02063,Male,52,5,59.46,297.3,Cable,5,Yes,Yes,No,No
CUST02064,CON02064,PAY02064,Male,48,56,63.21,3539.76,Cable,0,No,Yes,No,No
CUST02065,CON02065,PAY02065,Male,20,22,33.19,730.18,DSL,1,No,Yes,No,Yes
CUST02066,CON02066,PAY02066,Male,18,15,54.3,814.5,Cable,4,Yes,Yes,No,Yes
CUST02067,CON02067,PAY02067,Female,71,6,77.78,466.68,,6,No,No,No,Yes
CUST02068,CON02068,PAY02068,Female,18,8,103.63,829.04,,2,No,Yes,Yes,No
CUST02069,CON02069,PAY02069,Female,74,4,82.19,328.76,,8,No,No,No,Yes
CUST02070,CON02070,PAY02070,Female,70,26,29.62,770.12,Fiber Optic,0,No,Yes,Yes,Yes
CUST02071,CON02071,PAY02071,Male,24,53,28.3,1499.9,DSL,0,No,No,Yes,Yes
CUST02072,CON02072,PAY02072,Male,76,24,61.18,1468.32,Cable,1,Yes,No,Yes,Yes
CUST02073,CON02073,PAY02073,Male,70,51,77.75,3965.25,,5,No,No,Yes,Yes
CUST02074,CON02074,PAY02074,Female,52,33,28.29,933.57,,4,No,No,Yes,Yes
CUST02075,CON02075,PAY02075,Female,65,23,33.01,759.23,Fiber Optic,0,No,Yes,Yes,Yes
CUST02076,CON02076,PAY02076,Female,64,31,56.34,1746.54,,1,No,No,Yes,Yes
CUST02077,CON02077,PAY02077,Female,38,47,30.56,1436.32,Fiber Optic,5,No,Yes,No,Yes
CUST02078,CON02078,PAY02078,Female,30,56,57.08,3196.48,Fiber Optic,2,No,No,Yes,Yes
CUST02079,CON02079,PAY02079,Female,69,18,99.55,1791.9,Cable,3,No,No,Yes,No
CUST02080,CON02080,PAY02080,Female,71,34,54.95,1868.3,Cable,2,No,No,Yes,No
CUST02081,CON02081,PAY02081,Male,28,46,29.18,1342.28,DSL,6,Yes,No,Yes,Yes
CUST02082,CON02082,PAY02082,Female,33,52,57.0,2964.0,Fiber Optic,4,No,No,Yes,Yes
CUST02083,CON02083,PAY02083,Male,28,29,76.53,2219.37,Cable,1,No,No,Yes,No
CUST02084,CON02084,PAY02084,Male,22,72,76.1,5479.2,DSL,6,No,No,No,No
CUST02085,CON02085,PAY02085,Male,23,55,29.4,1617.0,DSL,1,No,No,Yes,Yes
CUST02086,CON02086,PAY02086,Female,28,38,29.96,1138.48,,3,No,No,No,Yes
CUST02087,CON02087,PAY02087,Male,26,27,78.65,2123.55,Cable,1,No,No,Yes,No
CUST02088,CON02088,PAY02088,Female,62,71,75.68,5373.28,,4,Yes,No,No,Yes
CUST02089,CON02089,PAY02089,Male,72,21,63.76,1338.96,DSL,1,No,Yes,No,No
CUST02090,CON02090,PAY02090,Female,65,29,56.15,1628.35,,0,No,No,Yes,Yes
CUST02091,CON02091,PAY02091,Male,60,66,28.48,1879.68,Cable,3,No,No,No,Yes
CUST02092,CON02092,PAY02092,Male,53,1,77.79,77.79,Fiber Optic,1,No,No,No,No
CUST02093,CON02093,PAY02093,Female,22,63,96.14,6056.82,Fiber Optic,8,No,No,No,Yes
CUST02094,CON02094,PAY02094,Male,57,24,59.94,1438.56,Cable,5,Yes,Yes,Yes,Yes
CUST02095,CON02095,PAY02095,Female,47,3,62.04,186.12,DSL,4,Yes,No,Yes,No
CUST02096,CON02096,PAY02096,Male,54,28,104.33,2921.24,,7,Yes,No,Yes,No
CUST02097,CON02097,PAY02097,Male,18,34,80.95,2752.3,DSL,7,Yes,No,No,No
CUST02098,CON02098,PAY02098,Female,60,70,77.14,5399.8,,6,Yes,No,No,Yes
CUST02099,CON02099,PAY02099,Female,41,62,33.58,2081.96,DSL,2,No,No,Yes,Yes
CUST02100,CON02100,PAY02100,Male,60,67,25.48,1707.16,Cable,4,No,No,No,Yes
CUST02101,CON02101,PAY02101,Male,56,62,63.36,3928.32,Cable,8,Yes,Yes,No,No
CUST02102,CON02102,PAY02102,Female,48,32,45.22,1447.04,Fiber Optic,5,Yes,No,Yes,No
CUST02103,CON02103,PAY02103,Male,69,18,95.52,1719.36,,5,Yes,Yes,Yes,No
CUST02104,CON02104,PAY02104,Female,65,18,31.6,568.8,Fiber Optic,2,No,Yes,No,Yes
CUST02105,CON02105,PAY02105,Male,60,65,30.32,1970.8,Cable,5,No,No,No,Yes
CUST02106,CON02106,PAY02106,Female,60,68,80.85,5497.8,,4,Yes,No,No,Yes
CUST02107,CON02107,PAY02107,Female,72,4,46.39,185.56,,2,No,Yes,Yes,No
CUST02108,CON02108,PAY02108,Female,18,63,99.54,6271.02,Fiber Optic,8,No,No,No,Yes
CUST02109,CON02109,PAY02109,Male,59,66,61.42,4053.72,Fiber Optic,0,Yes,No,Yes,No
CUST02110,CON02110,PAY02110,Female,18,45,99.22,4464.9,Cable,3,Yes,Yes,Yes,Yes
CUST02111,CON02111,PAY02111,Male,51,59,61.07,3603.13,Cable,8,Yes,Yes,No,No
CUST02112,CON02112,PAY02112,Male,74,21,64.56,1355.76,DSL,0,No,Yes,No,No
CUST02113,CON02113,PAY02113,Male,19,34,79.14,2690.76,DSL,9,Yes,No,No,No
CUST02114,CON02114,PAY02114,Female,40,65,28.57,1857.05,DSL,1,No,No,Yes,Yes
CUST02115,CON02115,PAY02115,Male,36,25,46.36,1159.0,,0,No,Yes,No,No
CUST02116,CON02116,PAY02116,Female,44,11,78.98,868.78,Fiber Optic,3,No,Yes,No,Yes
CUST02117,CON02117,PAY02117,Male,65,63,27.4,1726.2,,1,No,Yes,Yes,No
CUST02118,CON02118,PAY02118,Male,34,27,100.31,2708.37,Fiber Optic,3,Yes,No,Yes,Yes
CUST02119,CON02119,PAY02119,Female,27,59,49.24,2905.16,Cable,0,No,Yes,Yes,No
CUST02120,CON02120,PAY02120,Male,20,36,78.51,2826.36,DSL,9,Yes,No,No,No
CUST02121,CON02121,PAY02121,Male,51,47,97.2,4568.4,Cable,1,No,No,Yes,No
CUST02122,CON02122,PAY02122,Female,44,66,27.44,1811.04,DSL,0,No,Yes,No,No
CUST02123,CON02123,PAY02123,Male,59,66,58.51,3861.66,Fiber Optic,0,Yes,No,Yes,No
CUST02124,CON02124,PAY02124,Male,71,25,59.92,1498.0,DSL,0,No,Yes,No,No
CUST02125,CON02125,PAY02125,Female,68,49,56.49,2768.01,Cable,5,Yes,No,Yes,No
CUST02126,CON02126,PAY02126,Male,28,45,77.19,3473.55,DSL,3,No,No,No,No
CUST02127,CON02127,PAY02127,Male,52,2,55.89,111.78,Cable,4,Yes,Yes,No,No
CUST02128,CON02128,PAY02128,Male,23,71,75.1,5332.1,DSL,6,No,No,No,No
CUST02129,CON02129,PAY02129,Female,65,4,34.34,137.36,,3,Yes,No,Yes,No
CUST02130,CON02130,PAY02130,Male,63,71,84.97,6032.87,Fiber Optic,6,No,Yes,Yes,Yes
CUST02131,CON02131,PAY02131,Female,24,10,97.44,974.4,,2,No,Yes,Yes,No
CUST02132,CON02132,PAY02132,Male,18,13,51.28,666.64,Cable,3,Yes,Yes,No,Yes
CUST02133,CON02133,PAY02133,Female,32,35,95.52,3343.2,Cable,0,Yes,Yes,Yes,No
CUST02134,CON02134,PAY02134,Female,29,52,64.3,3343.6,Fiber Optic,3,No,No,Yes,Yes
CUST02135,CON02135,PAY02135,Female,74,1,30.64,30.64,Cable,1,Yes,Yes,Yes,Yes
CUST02136,CON02136,PAY02136,Female,69,30,64.35,1930.5,Cable,2,Yes,No,Yes,Yes
CUST02137,CON02137,PAY02137,Male,48,2,28.63,57.26,Cable,1,Yes,Yes,No,Yes
CUST02138,CON02138,PAY02138,Male,27,48,29.05,1394.4,DSL,6,Yes,No,Yes,Yes
CUST02139,CON02139,PAY02139,Female,22,47,97.3,4573.1,Cable,3,Yes,Yes,Yes,Yes
CUST02140,CON02140,PAY02140,Female,43,47,56.99,2678.53,,5,Yes,Yes,No,No
CUST02141,CON02141,PAY02141,Female,38,51,33.54,1710.54,Fiber Optic,5,No,Yes,No,Yes
CUST02142,CON02142,PAY02142,Female,59,26,84.3,2191.8,DSL,5,Yes,Yes,No,No
CUST02143,CON02143,PAY02143,Female,57,22,83.22,1830.84,DSL,3,Yes,Yes,No,No
CUST02144,CON02144,PAY02144,Female,68,19,101.72,1932.68,Cable,3,No,No,Yes,No
CUST02145,CON02145,PAY02145,Female,68,23,34.24,787.52,Fiber Optic,1,No,Yes,Yes,Yes
CUST02146,CON02146,PAY02146,Male,26,50,27.23,1361.5,DSL,4,Yes,No,Yes,Yes
CUST02147,CON02147,PAY02147,Female,19,10,95.02,950.2,,3,No,Yes,Yes,No
CUST02148,CON02148,PAY02148,Female,63,6,29.84,179.04,,4,Yes,No,Yes,No
CUST02149,CON02149,PAY02149,Male,59,67,82.32,5515.44,Fiber Optic,4,No,Yes,Yes,Yes
CUST02150,CON02150,PAY02150,Female,25,12,102.91,1234.92,Fiber Optic,3,Yes,Yes,No,No
CUST02151,CON02151,PAY02151,Female,55,51,62.19,3171.69,,6,Yes,Yes,No,No
CUST02152,CON02152,PAY02152,Female,67,19,95.29,1810.51,Cable,3,No,No,Yes,No
CUST02153,CON02153,PAY02153,Male,34,25,99.7,2492.5,Fiber Optic,3,Yes,No,Yes,Yes
CUST02154,CON02154,PAY02154,Female,40,64,30.21,1933.44,DSL,1,No,No,Yes,Yes
CUST02155,CON02155,PAY02155,Female,76,4,26.06,104.24,Cable,3,Yes,Yes,Yes,Yes
CUST02156,CON02156,PAY02156,Female,25,16,27.31,436.96,DSL,7,No,No,No,Yes
CUST02157,CON02157,PAY02157,Male,57,65,34.87,2266.55,Cable,3,No,No,No,Yes
CUST02158,CON02158,PAY02158,Female,18,63,97.14,6119.82,Fiber Optic,8,No,No,No,Yes
CUST02159,CON02159,PAY02159,Male,20,32,52.99,1695.68,,2,No,Yes,Yes,No
CUST02160,CON02160,PAY02160,Female,61,28,62.28,1743.84,,1,No,No,Yes,Yes
CUST02161,CON02161,PAY02161,Male,24,48,28.86,1385.28,DSL,6,Yes,No,Yes,Yes
CUST02162,CON02162,PAY02162,Male,29,47,28.36,1332.92,DSL,4,Yes,No,Yes,Yes
CUST02163,CON02163,PAY02163,Male,51,68,76.09,5174.12,Fiber Optic,7,Yes,Yes,Yes,No
CUST02164,CON02164,PAY02164,Female,31,45,59.16,2662.2,Fiber Optic,7,Yes,No,No,Yes
CUST02165,CON02165,PAY02165,Female,66,2,51.47,102.94,,2,No,Yes,Yes,No
CUST02166,CON02166,PAY02166,Male,26,38,45.4,1725.2,Fiber Optic,0,Yes,No,No,No
CUST02167,CON02167,PAY02167,Female,68,43,59.71,2567.53,Fiber Optic,8,No,No,Yes,Yes
CUST02168,CON02168,PAY02168,Male,50,44,49.52,2178.88,,3,No,No,Yes,No
CUST02169,CON02169,PAY02169,Female,18,45,99.25,4466.25,Cable,2,Yes,Yes,Yes,Yes
CUST02170,CON02170,PAY02170,Male,31,50,46.37,2318.5,Fiber Optic,8,No,Yes,No,Yes
CUST02171,CON02171,PAY02171,Female,29,60,46.81,2808.6,Cable,0,No,Yes,Yes,No
CUST02172,CON02172,PAY02172,Female,53,45,102.26,4601.7,DSL,2,No,No,No,No
CUST02173,CON02173,PAY02173,Male,50,47,49.99,2349.53,,3,No,No,Yes,No
CUST02174,CON02174,PAY02174,Female,64,30,60.76,1822.8,,1,No,Yes,Yes,Yes
CUST02175,CON02175,PAY02175,Female,48,6,54.99,329.94,DSL,3,Yes,No,Yes,No
CUST02176,CON02176,PAY02176,Female,71,4,81.4,325.6,,6,No,No,No,Yes
CUST02177,CON02177,PAY02177,Male,35,3,57.99,173.97,,8,No,No,Yes,No
CUST02178,CON02178,PAY02178,Male,49,45,54.73,2462.85,,2,No,No,Yes,No
CUST02179,CON02179,PAY02179,Female,52,33,29.6,976.8,,3,No,No,Yes,Yes
CUST02180,CON02180,PAY02180,Female,28,59,53.47,3154.73,Cable,0,No,Yes,Yes,No
CUST02181,CON02181,PAY02181,Male,50,58,55.13,3197.54,Cable,0,No,Yes,No,No
CUST02182,CON02182,PAY02182,Female,33,58,97.65,5663.7,Fiber Optic,6,No,Yes,No,Yes
CUST02183,CON02183,PAY02183,Male,31,43,79.48,3417.64,DSL,5,No,No,No,No
CUST02184,CON02184,PAY02184,Male,77,34,79.1,2689.4,Fiber Optic,7,No,No,No,Yes
CUST02185,CON02185,PAY02185,Female,67,34,49.92,1697.28,Cable,2,No,No,Yes,No
CUST02186,CON02186,PAY02186,Female,53,29,95.67,2774.43,Cable,4,Yes,No,No,Yes
CUST02187,CON02187,PAY02187,Female,52,67,31.63,2119.21,Cable,3,Yes,No,Yes,Yes
CUST02188,CON02188,PAY02188,Male,25,48,25.49,1223.52,DSL,4,Yes,No,Yes,Yes
CUST02189,CON02189,PAY02189,Male,50,66,84.37,5568.42,Fiber Optic,5,Yes,Yes,Yes,No
CUST02190,CON02190,PAY02190,Male,36,47,61.39,2885.33,Fiber Optic,7,No,No,Yes,No
CUST02191,CON02191,PAY02191,Male,27,46,33.75,1552.5,DSL,4,Yes,No,Yes,Yes
CUST02192,CON02192,PAY02192,Female,21,69,45.08,3110.52,DSL,7,No,No,No,Yes
CUST02193,CON02193,PAY02193,Female,53,45,103.38,4652.1,DSL,2,No,No,No,No
CUST02194,CON02194,PAY02194,Male,36,51,45.99,2345.49,Fiber Optic,9,No,Yes,No,Yes
CUST02195,CON02195,PAY02195,Female,50,32,97.41,3117.12,Cable,5,Yes,No,No,Yes
CUST02196,CON02196,PAY02196,Male,65,59,28.58,1686.22,,1,No,Yes,Yes,No
CUST02197,CON02197,PAY02197,Female,59,34,97.17,3303.78,,6,No,No,No,No
CUST02198,CON02198,PAY02198,Male,58,20,57.95,1159.0,Cable,5,Yes,Yes,Yes,Yes
CUST02199,CON02199,PAY02199,Female,42,70,26.37,1845.9,DSL,1,No,Yes,No,No
